Event,Waveform,chirp_mass,mass_1_source,mass_2_source,luminosity_distance,redshift,ra,dec,a_1,a_2,tilt_1,tilt_2,phi_12,phi_jl,theta_jn,psi,phase,network_matched_filter_snr
GW230518_125908,C00:SEOBNRv4_ROM_NRTidalv2_NSBH:LowSpin,2.94314,7.81835,1.51555,243.41477,0.05288,2.07973,-0.5744,0.11331,0.01262,1.98181,1.5547,0.0,0.0,1.87235,1.57344,3.13186,13.94786
GW230706_104333,C00:IMRPhenomXPHM-SpinTaylor,15.97439,16.71263,11.51176,1908.58035,0.34662,2.78427,-0.19943,0.47583,0.52739,1.08557,1.30056,3.16159,3.06189,1.52894,1.63418,3.19644,9.3669
GW230706_104333,C00:Mixed,15.96733,16.73443,11.52812,1892.76451,0.34412,2.80521,-0.2058,0.47965,0.53038,1.08666,1.32324,3.1315,3.06453,1.54368,1.63092,3.13938,9.38048
GW230706_104333,C00:SEOBNRv5PHM,15.96044,16.75275,11.54199,1878.66554,0.34189,2.81705,-0.20968,0.48342,0.53386,1.08817,1.34653,3.10084,3.06597,1.55838,1.6279,3.0757,9.39395
GW230831_015414,C00:IMRPhenomXPHM-SpinTaylor,54.63915,44.20265,31.20282,4829.19677,0.74628,3.09577,0.0996,0.54156,0.50029,1.44274,1.57005,3.12714,3.04438,1.59795,1.58727,3.21824,8.89994
GW230831_015414,C00:Mixed,54.78314,43.6897,31.39688,4887.98725,0.75363,3.11935,0.0999,0.51567,0.49513,1.45637,1.57436,3.12225,3.08741,1.59239,1.58617,3.16883,8.8759
GW230831_015414,C00:SEOBNRv5PHM,54.9068,43.11885,31.58662,4949.18083,0.76134,3.13603,0.10127,0.48995,0.49062,1.47182,1.57477,3.1061,3.12958,1.58669,1.5821,3.11426,8.85225
GW231113_122623,C00:IMRPhenomXPHM-SpinTaylor,44.37818,41.88442,26.88488,3398.56858,0.56168,4.33722,0.52861,0.66604,0.5381,0.83803,1.22378,3.08594,3.19489,1.4269,1.60363,2.51286,8.58197
GW231113_122623,C00:Mixed,44.55153,41.47583,27.32753,3383.11579,0.55954,4.318,0.5316,0.66465,0.53932,0.85852,1.23892,3.07883,3.18349,1.42624,1.57831,2.78461,8.58774
GW231113_122623,C00:SEOBNRv5PHM,44.73079,41.07045,27.77517,3368.00933,0.55747,4.30066,0.53413,0.6639,0.53891,0.87784,1.25444,3.06655,3.17726,1.42495,1.55415,3.05014,8.59407
GW230708_053705,C00:IMRPhenomXPHM-SpinTaylor,34.57679,29.43988,22.97982,3304.15459,0.54932,3.39389,0.81431,0.52298,0.50881,1.3523,1.52086,3.1191,3.11511,1.577,1.57796,3.4415,9.06823
GW230708_053705,C00:Mixed,34.49424,29.56971,23.11549,3225.5467,0.53818,3.37861,0.80674,0.53297,0.50519,1.37111,1.55493,3.13967,3.12909,1.57292,1.59974,3.25506,9.11174
GW230708_053705,C00:NRSur7dq4,34.2849,29.34939,23.0968,3205.29675,0.53521,3.36765,0.80862,0.5242,0.50418,1.38266,1.57565,3.13202,3.20846,1.54741,1.62258,3.17521,9.13127
GW230708_053705,C00:SEOBNRv5PHM,34.61713,29.92418,23.27414,3163.76724,0.52953,3.37362,0.79662,0.55134,0.50322,1.37832,1.5695,3.17308,3.06209,1.59277,1.60066,3.14717,9.13609
GW231118_071402,C00:IMRPhenomXO4a,51.87787,43.32658,30.05732,4418.48857,0.69618,3.13758,0.08677,0.47174,0.48161,1.31691,1.43953,3.12377,3.29327,1.17646,1.47824,2.83879,9.31082
GW231118_071402,C00:IMRPhenomXPHM-SpinTaylor,52.17831,44.36005,30.27769,4307.10636,0.68116,3.14538,0.06825,0.49524,0.49244,1.26573,1.4116,3.14468,3.25278,1.19921,1.51345,3.06803,9.31307
GW231118_071402,C00:Mixed,51.88164,43.88492,30.06646,4332.89706,0.68473,3.16946,0.0804,0.47769,0.48465,1.3024,1.40658,3.13445,3.21015,1.2198,1.51525,3.06997,9.31128
GW231118_071402,C00:Mixed+XO4a,51.88849,43.7407,30.06952,4355.69968,0.68778,3.16153,0.08244,0.47596,0.48395,1.30605,1.4145,3.1318,3.23264,1.20961,1.50634,3.01139,9.31108
GW231118_071402,C00:NRSur7dq4,51.64801,43.54241,29.73112,4399.4522,0.69335,3.17659,0.094,0.46572,0.48071,1.32525,1.3869,3.16121,3.13928,1.25698,1.52227,3.07545,9.31424
GW231118_071402,C00:SEOBNRv5PHM,51.80897,43.76767,30.16496,4293.56078,0.67983,3.19314,0.07586,0.47168,0.48174,1.31508,1.42355,3.10431,3.23636,1.20383,1.51387,3.06575,9.30615
GW240109_050431,C00:IMRPhenomXPHM-SpinTaylor,25.23699,29.2593,18.16188,1496.71481,0.28031,2.98644,0.00723,0.34786,0.44458,1.82776,1.70134,3.10334,3.12175,1.56422,1.55439,4.05843,11.33566
GW240109_050431,C00:Mixed,25.21336,29.20879,18.1528,1498.0144,0.28051,2.98184,0.00698,0.34588,0.45177,1.83397,1.71794,3.10954,3.12682,1.57628,1.55698,3.59113,11.32943
GW240109_050431,C00:SEOBNRv5PHM,25.19256,29.15548,18.14773,1499.41164,0.28073,2.97757,0.00778,0.3433,0.45876,1.83874,1.73495,3.11768,3.13836,1.58946,1.55859,3.12403,11.32292
GW230704_212616,C00:IMRPhenomXO4a,112.50802,96.81619,47.69694,7161.31076,1.02932,3.85174,-0.15814,0.63788,0.51933,0.87365,1.34005,3.1387,3.1268,1.61969,1.5859,2.87135,8.86289
GW230704_212616,C00:IMRPhenomXPHM-SpinTaylor,112.60255,98.06643,47.26283,7156.44838,1.0286,3.88784,-0.14466,0.65286,0.51885,0.85106,1.30589,3.14073,3.15544,1.54741,1.57518,2.86729,8.85475
GW230704_212616,C00:Mixed,115.10404,94.89965,48.78105,7480.79916,1.0668,3.89755,-0.14385,0.62931,0.51647,0.88655,1.3223,3.10226,3.14214,1.57871,1.56095,3.00207,8.78549
GW230704_212616,C00:Mixed+XO4a,114.22571,95.52216,48.40249,7375.74682,1.0545,3.88345,-0.14861,0.63224,0.51726,0.88204,1.32809,3.11237,3.13587,1.59266,1.56969,2.95876,8.81098
GW230704_212616,C00:SEOBNRv5PHM,117.68393,91.70502,50.39085,7801.46954,1.10455,3.90349,-0.14168,0.60549,0.51431,0.92438,1.33844,3.05565,3.12861,1.61053,1.54699,3.14075,8.71516
GW231213_111417,C00:IMRPhenomXPHM-SpinTaylor,44.65245,36.14959,27.49646,4084.06864,0.65486,3.15534,0.23864,0.47497,0.46186,1.35925,1.48046,3.10599,3.1177,1.60109,1.5344,3.5357,10.6451
GW231213_111417,C00:Mixed,44.45883,35.86091,27.53922,4062.56007,0.65201,3.15451,0.24319,0.44421,0.45655,1.3995,1.49422,3.11701,3.12028,1.59362,1.53654,3.29471,10.64355
GW231213_111417,C00:NRSur7dq4,44.1991,35.74929,27.59636,3997.74408,0.64332,3.15129,0.25183,0.41632,0.44156,1.41166,1.50277,3.11311,3.16291,1.5808,1.53177,3.1758,10.64302
GW231213_111417,C00:SEOBNRv5PHM,44.51844,35.67898,27.52202,4105.45835,0.65778,3.1585,0.23957,0.44128,0.46633,1.42685,1.50175,3.13133,3.08246,1.59886,1.54359,3.17449,10.64253
GW231110_040320,C00:IMRPhenomXPHM-SpinTaylor,18.05448,20.19329,12.46689,1830.73599,0.33458,1.19724,0.31903,0.46145,0.53233,1.1111,1.30787,3.14618,3.15134,1.53652,1.53224,3.66794,11.49247
GW231110_040320,C00:Mixed,18.04305,19.8684,12.58706,1843.14338,0.33655,1.19978,0.32536,0.46487,0.52359,1.11761,1.33864,3.12271,3.16674,1.54555,1.52584,3.368,11.48713
GW231110_040320,C00:SEOBNRv5PHM,18.03062,19.54151,12.70563,1856.13333,0.33862,1.20625,0.33185,0.4684,0.51436,1.12505,1.36828,3.10561,3.18325,1.55475,1.51813,3.06912,11.48131
GW230819_171910,C00:IMRPhenomXPHM-SpinTaylor,71.04229,80.65581,34.94637,4087.89799,0.65177,2.48638,0.48249,0.59943,0.51324,1.66133,1.66999,3.20594,2.9568,1.59787,1.6529,3.3544,9.76136
GW230819_171910,C00:Mixed,68.34611,77.9132,33.80781,4015.51852,0.64234,2.45044,0.50234,0.57306,0.50944,1.69502,1.64711,3.18473,3.02199,1.58867,1.64614,3.22853,9.76766
GW230819_171910,C00:SEOBNRv5PHM,65.64018,75.14089,32.67172,3943.95157,0.633,2.41452,0.52307,0.54711,0.50494,1.72918,1.62317,3.16302,3.08862,1.58,1.6383,3.09997,9.77387
GW231114_043211,C00:IMRPhenomXO4a,14.59113,23.29834,8.28633,1384.72777,0.26247,4.05958,0.25579,0.21207,0.45486,1.18891,1.4502,3.16056,3.09843,1.61673,1.34207,2.7143,10.19004
GW231114_043211,C00:IMRPhenomXPHM-SpinTaylor,14.63344,23.80157,8.18392,1378.63208,0.26152,4.10677,0.22869,0.22512,0.46663,1.11055,1.42324,3.11275,3.03142,1.6293,1.37536,2.69278,10.22894
GW231114_043211,C00:Mixed,14.62483,23.70844,8.18627,1391.6444,0.26368,4.10852,0.26235,0.22252,0.46413,1.12622,1.42624,3.13717,3.07315,1.64111,1.37083,2.81802,10.2183
GW231114_043211,C00:Mixed+XO4a,14.61364,23.57459,8.21969,1388.92216,0.26321,4.09338,0.25997,0.21902,0.46111,1.14693,1.43384,3.14471,3.0811,1.63333,1.36042,2.78335,10.20891
GW231114_043211,C00:SEOBNRv5PHM,14.61627,23.6123,8.19095,1404.12727,0.26577,4.10285,0.29841,0.21997,0.46132,1.14231,1.42847,3.16297,3.11764,1.65073,1.36781,2.94412,10.20748
GW230630_125806,C00:IMRPhenomXPHM-SpinTaylor,65.51265,53.83076,33.37177,5665.68163,0.85014,3.0516,0.02715,0.58207,0.53113,1.18486,1.33862,3.15666,3.10121,1.6405,1.57613,3.37563,8.86262
GW230630_125806,C00:Mixed,65.15106,53.55239,33.78268,5487.50115,0.82796,3.0531,0.02817,0.55897,0.53659,1.22436,1.31203,3.20957,3.05578,1.63448,1.57373,3.25184,8.9288
GW230630_125806,C00:NRSur7dq4,65.15905,51.69373,34.09358,5653.48884,0.84857,3.04965,0.03025,0.51053,0.56616,1.26673,1.2832,3.20207,3.20258,1.62589,1.56519,3.1387,8.94379
GW230630_125806,C00:SEOBNRv5PHM,64.79775,55.15573,33.8744,5146.91299,0.7856,3.06492,0.0252,0.58497,0.51369,1.22212,1.31755,3.2626,2.85941,1.63362,1.57874,3.23628,8.97985
GW231224_024321,C00:IMRPhenomXPHM-SpinTaylor,8.48584,9.5359,7.23253,922.45568,0.18375,3.62064,-0.38044,0.37096,0.36315,1.56249,1.57191,3.1509,3.15282,1.52554,1.59947,3.32489,13.1592
GW231224_024321,C00:Mixed,8.48323,9.49654,7.25176,925.52389,0.18428,3.60785,-0.37401,0.34301,0.36144,1.57976,1.56461,3.14688,3.14947,1.53593,1.5868,3.24557,13.13662
GW231224_024321,C00:SEOBNRv5PHM,8.48045,9.45979,7.26874,928.41233,0.18477,3.59323,-0.36583,0.31432,0.36092,1.59519,1.55965,3.14118,3.13693,1.54984,1.57309,3.1743,13.1137
GW240107_013215,C00:IMRPhenomXO4a,67.94834,63.79513,29.94779,5994.3232,0.89207,2.85058,-0.62535,0.69842,0.53099,1.08681,1.26626,3.12941,3.08227,1.47887,1.51453,3.23904,9.41214
GW240107_013215,C00:IMRPhenomXPHM-SpinTaylor,67.05722,61.2541,30.0161,6064.12299,0.89963,2.86688,-0.6636,0.63054,0.54765,0.92735,1.22552,3.16766,3.08415,1.60987,1.54169,3.2625,9.22856
GW240107_013215,C00:Mixed,70.27867,61.96292,32.7704,6010.33058,0.89363,2.90244,-0.67648,0.67046,0.5458,0.9233,1.23923,3.19525,3.09479,1.6039,1.55482,3.17022,9.28863
GW240107_013215,C00:Mixed+XO4a,69.50079,62.56822,31.8325,6004.761,0.89308,2.88512,-0.65899,0.67975,0.54082,0.97777,1.24858,3.17322,3.08968,1.56282,1.54157,3.19197,9.32969
GW240107_013215,C00:SEOBNRv5PHM,73.49138,62.66887,35.51224,5957.7948,0.8878,2.93706,-0.6891,0.70994,0.54433,0.91965,1.25307,3.22289,3.10435,1.59804,1.56592,3.07835,9.34843
GW230627_015337,C00:IMRPhenomXPHM-SpinTaylor,6.41295,8.45169,5.79053,294.63768,0.06358,2.71167,0.83986,0.15911,0.28049,1.44468,1.38757,3.17157,3.15117,1.36871,1.92611,1.89297,28.73582
GW230627_015337,C00:Mixed,6.41193,8.44959,5.79537,291.76213,0.06298,2.70014,0.84068,0.15868,0.2771,1.4358,1.42057,3.16216,3.1286,1.37991,1.94701,2.67114,28.73315
GW230627_015337,C00:SEOBNRv5PHM,6.41093,8.44749,5.80041,288.67709,0.06233,2.69082,0.8419,0.15839,0.27177,1.42601,1.45423,3.14916,3.10727,1.39329,1.97295,3.45542,28.73128
GW230919_215712,C00:IMRPhenomXPHM-SpinTaylor,26.41659,27.76079,21.4937,1324.90529,0.25301,3.7945,0.02722,0.4353,0.46648,1.12195,1.2361,3.13688,3.7555,2.30759,1.49111,3.59133,17.1542
GW230919_215712,C00:Mixed,26.45801,27.78027,21.54601,1324.14051,0.25291,3.76458,0.0177,0.46825,0.48362,1.14043,1.23903,3.168,3.84825,2.29857,1.50727,3.36992,17.17904
GW230919_215712,C00:SEOBNRv5PHM,26.50107,27.79763,21.60089,1323.62654,0.25286,3.7342,0.00841,0.50133,0.50058,1.15825,1.24189,3.19924,3.94141,2.28977,1.52384,3.1492,17.20387
GW231028_153006,C00:IMRPhenomXO4a,98.09651,103.12729,51.61394,3747.49263,0.61149,2.08086,-0.1879,0.7546,0.52216,0.81377,1.29954,3.13127,3.24214,1.4183,1.54565,4.00478,22.93245
GW231028_153006,C00:IMRPhenomXPHM-SpinTaylor,110.19395,93.80855,62.09441,4364.10047,0.69473,2.09552,-0.17617,0.7999,0.56375,0.6165,1.08873,3.17698,3.15239,1.48432,1.59273,3.62621,22.81686
GW231028_153006,C00:Mixed,103.62815,100.47331,55.14991,4082.63281,0.65734,2.13276,-0.17733,0.76812,0.54433,0.71186,1.23687,3.28197,3.15872,1.51488,1.67187,2.97352,22.90223
GW231028_153006,C00:Mixed+XO4a,102.22581,101.15065,54.24094,3999.02651,0.6459,2.11821,-0.18025,0.76485,0.53846,0.73729,1.25253,3.24501,3.17852,1.4918,1.64024,3.23193,22.90983
GW231028_153006,C00:NRSur7dq4,97.55243,100.29903,50.21592,3964.18142,0.64133,2.09015,-0.18953,0.72106,0.53345,0.76966,1.41126,3.54575,3.07465,1.77515,1.68986,2.8502,22.9453
GW231028_153006,C00:SEOBNRv5PHM,103.18563,107.16337,53.28403,3917.36892,0.63565,2.21743,-0.16531,0.7812,0.53657,0.75119,1.19973,3.12297,3.24743,1.28831,1.73273,2.44318,22.94378
GW231129_081745,C00:IMRPhenomXO4a,45.46997,45.15811,24.46239,3900.13217,0.62693,2.27064,0.44748,0.3895,0.47909,1.49307,1.66368,3.14891,3.10886,1.5626,1.75319,1.93647,8.26009
GW231129_081745,C00:IMRPhenomXPHM-SpinTaylor,45.57979,45.68303,24.52421,3848.76053,0.62002,2.2566,0.47634,0.36521,0.46662,1.40862,1.63789,3.09678,3.14961,1.5648,1.627,2.36581,8.25554
GW231129_081745,C00:Mixed,45.39612,46.50363,24.0217,3825.15611,0.61705,2.23734,0.48236,0.39201,0.47759,1.43386,1.61583,3.06998,3.14454,1.58257,1.60483,2.85825,8.29388
GW231129_081745,C00:Mixed+XO4a,45.41998,46.16811,24.14574,3841.31903,0.6192,2.2447,0.47229,0.39039,0.4786,1.44983,1.62647,3.09377,3.13691,1.57848,1.64345,2.62336,8.28573
GW231129_081745,C00:NRSur7dq4,45.19256,46.12949,23.85015,3856.68836,0.62139,2.23353,0.49282,0.38907,0.48736,1.45273,1.59412,3.03493,3.14935,1.58285,1.58724,3.08843,8.31897
GW231129_081745,C00:SEOBNRv5PHM,45.39706,47.68973,23.62255,3775.05493,0.61066,2.20577,0.48946,0.4194,0.47429,1.44466,1.62329,3.04197,3.14847,1.60297,1.60885,3.10986,8.31171
GW230729_082317,C00:IMRPhenomXPHM-SpinTaylor,10.89074,13.51791,7.4135,1630.82895,0.30293,3.07438,-0.13627,0.37701,0.47751,1.15568,1.34862,3.17042,3.15797,1.7146,1.57025,3.01576,8.5648
GW230729_082317,C00:Mixed,10.8859,13.29648,7.49569,1622.13634,0.30147,3.10821,-0.13084,0.37453,0.47492,1.1759,1.3405,3.14066,3.16478,1.70565,1.55493,3.04337,8.55295
GW230729_082317,C00:SEOBNRv5PHM,10.88118,13.06663,7.58646,1612.31658,0.29983,3.13321,-0.12454,0.37159,0.47236,1.19808,1.33178,3.11337,3.17009,1.69865,1.5436,3.07684,8.54278
GW230825_041334,C00:IMRPhenomXO4a,52.19675,44.43462,28.44871,4853.39697,0.74876,3.03,-0.08783,0.66583,0.51059,0.98878,1.38583,3.11265,3.26152,1.62131,1.58781,3.77528,8.92204
GW230825_041334,C00:IMRPhenomXPHM-SpinTaylor,53.17409,43.79025,28.27639,5258.19625,0.80012,3.04503,-0.1018,0.64684,0.51941,0.88505,1.32388,3.14513,3.18252,1.58681,1.5848,3.56094,8.80716
GW230825_041334,C00:Mixed,52.98559,45.87389,28.43405,4864.87267,0.7501,3.02668,-0.11398,0.68484,0.51964,0.93258,1.36284,3.14635,3.17454,1.58592,1.57372,3.21618,8.97904
GW230825_041334,C00:Mixed+XO4a,52.79044,45.52215,28.44393,4860.0285,0.74952,3.02608,-0.10708,0.68,0.51701,0.94563,1.369,3.13749,3.19978,1.59491,1.57657,3.35917,8.96465
GW230825_041334,C00:NRSur7dq4,52.27974,45.2776,27.77532,4911.88232,0.75672,3.00892,-0.12945,0.67819,0.51352,0.95735,1.38114,3.10201,3.10645,1.57217,1.56377,3.1086,9.0063
GW230825_041334,C00:SEOBNRv5PHM,53.48811,48.46341,29.17861,4448.37818,0.69666,3.02629,-0.1104,0.73046,0.52398,0.95642,1.38691,3.20354,3.22419,1.59889,1.56767,2.97968,9.12505
GW231118_090602,C00:IMRPhenomXPHM-SpinTaylor,10.54895,16.63605,6.6285,1342.34241,0.25608,3.13386,0.07238,0.4345,0.45745,1.08651,1.48776,3.15747,3.1677,1.51685,1.56762,1.98429,11.09766
GW231118_090602,C00:Mixed,10.53229,14.97165,7.04584,1328.04117,0.25359,3.15786,0.06168,0.42227,0.45541,1.17556,1.48693,3.16041,3.15559,1.5273,1.55645,2.69788,11.07591
GW231118_090602,C00:SEOBNRv5PHM,10.5164,13.36445,7.44469,1316.4052,0.25156,3.18428,0.04984,0.4119,0.45416,1.26372,1.4886,3.16933,3.14058,1.53302,1.55054,3.41592,11.05524
GW230914_111401,C00:IMRPhenomXO4a,58.02275,59.92708,36.4006,2669.75351,0.46024,4.35419,-0.2367,0.38428,0.50468,1.43129,1.32096,3.18076,3.19521,1.60761,1.6265,4.98269,17.65944
GW230914_111401,C00:IMRPhenomXPHM-SpinTaylor,58.21584,60.19721,36.54302,2645.02634,0.45705,4.25072,-0.20292,0.32371,0.51948,1.33969,1.20745,3.20293,3.07443,1.5663,1.62315,4.79217,17.62578
GW230914_111401,C00:Mixed,58.68155,60.18971,36.64836,2709.1128,0.46635,4.30139,-0.21183,0.36854,0.5213,1.31636,1.28994,3.2328,3.08975,1.55335,1.62632,3.8967,17.63448
GW230914_111401,C00:Mixed+XO4a,58.48961,60.11342,36.55125,2700.40959,0.46498,4.31325,-0.21844,0.37135,0.51458,1.34609,1.29685,3.2138,3.12271,1.56311,1.62519,4.16802,17.64097
GW230914_111401,C00:NRSur7dq4,59.45832,58.78198,37.81069,2780.90413,0.47651,4.34071,-0.22505,0.34071,0.53543,1.27539,1.28131,3.26078,3.064,1.5985,1.63546,3.5065,17.6343
GW230914_111401,C00:SEOBNRv5PHM,58.27782,61.56133,35.46704,2704.11323,0.46589,4.31301,-0.21006,0.43739,0.49994,1.33619,1.37853,3.20115,3.18085,1.47701,1.61271,3.39877,17.64469
GW231020_142947,C00:IMRPhenomXPHM-SpinTaylor,9.98793,13.379,7.1131,1197.67695,0.2312,2.6786,0.68284,0.40007,0.44203,1.02952,1.35162,3.1523,3.1527,1.56337,1.62223,3.62418,10.66882
GW231020_142947,C00:Mixed,9.98671,13.43036,7.09552,1199.27806,0.23149,2.68985,0.68929,0.40818,0.45245,1.04605,1.34892,3.15859,3.1381,1.56007,1.61884,3.41947,10.67471
GW231020_142947,C00:SEOBNRv5PHM,9.98418,13.52962,7.05953,1202.80295,0.23211,2.70523,0.70265,0.42383,0.47349,1.08134,1.34144,3.17072,3.11659,1.55671,1.61156,3.00784,10.68671
GW231206_233901,C00:IMRPhenomXPHM-SpinTaylor,36.41534,38.25549,28.65937,1452.32754,0.27521,3.82487,0.05313,0.43717,0.49084,1.60889,1.68966,3.35412,3.16839,1.07104,1.5941,3.5412,22.86129
GW231206_233901,C00:Mixed,36.11785,37.9458,28.32193,1462.5044,0.27695,3.79334,0.05559,0.44873,0.46985,1.71697,1.65111,3.23221,3.15722,1.08263,1.62953,3.04071,22.84892
GW231206_233901,C00:NRSur7dq4,36.05599,37.60179,28.4334,1461.56934,0.27681,3.81892,0.05365,0.46821,0.43287,1.7665,1.62763,3.06996,3.15465,1.06222,1.66444,2.69048,22.86631
GW231206_233901,C00:SEOBNRv5PHM,35.87482,37.98794,27.86048,1473.06018,0.27875,3.7349,0.06014,0.44126,0.48718,1.77507,1.63908,3.2693,3.14501,1.11756,1.628,2.89634,22.81931
GW230606_004305,C00:IMRPhenomXPHM-SpinTaylor,38.94057,37.79971,25.75699,2698.11604,0.46426,2.39098,0.84122,0.46605,0.48326,1.93358,1.75698,3.13902,3.07401,1.58332,1.63413,3.42157,11.21107
GW230606_004305,C00:Mixed,39.07984,38.21187,25.66606,2703.72799,0.46522,2.38129,0.83174,0.4991,0.49118,1.93199,1.70803,3.16648,3.11248,1.57363,1.63334,3.16695,11.23308
GW230606_004305,C00:NRSur7dq4,39.25054,38.20371,25.86722,2702.45375,0.46522,2.37663,0.82356,0.50829,0.49737,1.93296,1.67781,3.15301,3.084,1.59133,1.63512,3.05003,11.27357
GW230606_004305,C00:SEOBNRv5PHM,39.04973,38.61825,25.36159,2713.7175,0.46666,2.37291,0.83152,0.52215,0.49116,1.93045,1.68808,3.20098,3.17666,1.54921,1.62858,3.02811,11.21455
GW230922_040658,C00:IMRPhenomXPHM-SpinTaylor,100.70245,79.98412,47.9448,6483.51825,0.95317,3.12933,-0.20628,0.60331,0.54555,0.88337,1.16713,3.15349,3.18844,1.61119,1.53785,3.69,12.42167
GW230922_040658,C00:Mixed,102.70092,78.17859,50.09891,6564.82386,0.96331,3.11845,-0.22336,0.60458,0.53429,0.88445,1.18162,3.14226,3.11607,1.63969,1.51343,3.25538,12.43208
GW230922_040658,C00:NRSur7dq4,101.71422,77.55088,49.78621,6542.0934,0.96066,3.06041,-0.23273,0.6072,0.52026,0.88949,1.21259,3.1539,3.17582,1.64523,1.4754,3.02628,12.4517
GW230922_040658,C00:SEOBNRv5PHM,105.68849,77.0257,52.53363,6669.6545,0.97624,3.16138,-0.2307,0.60438,0.53618,0.87601,1.1658,3.12268,2.98685,1.66028,1.52407,3.03504,12.42364
GW231005_091549,C00:IMRPhenomXPHM-SpinTaylor,34.47839,29.52149,21.57846,3717.0672,0.60492,2.85765,-0.19358,0.44144,0.46699,1.6636,1.6517,3.10965,3.25033,1.67136,1.48273,3.38907,8.80763
GW231005_091549,C00:Mixed,34.55768,29.17204,21.7053,3763.65393,0.61132,2.83221,-0.18642,0.43433,0.46804,1.659,1.66797,3.1135,3.21085,1.65691,1.47661,3.24375,8.80528
GW231005_091549,C00:NRSur7dq4,34.52575,28.8437,21.69287,3814.34416,0.6182,2.83946,-0.18888,0.43039,0.47566,1.66674,1.67367,3.11492,3.2416,1.64985,1.47501,3.17638,8.80918
GW231005_091549,C00:SEOBNRv5PHM,34.65373,29.15058,21.82771,3758.65505,0.61075,2.79784,-0.17612,0.42995,0.46129,1.65014,1.67893,3.11708,3.14965,1.65086,1.46952,3.16221,8.7994
GW231104_133418,C00:IMRPhenomXPHM-SpinTaylor,11.31341,12.68558,8.53077,1437.546,0.27198,3.78929,-0.02446,0.37885,0.48355,1.15057,1.25505,3.15027,3.1253,1.56421,1.54999,3.35026,11.48145
GW231104_133418,C00:Mixed,11.30833,12.73624,8.50368,1436.33185,0.27177,3.8068,-0.02571,0.3781,0.48608,1.15575,1.25018,3.14789,3.10924,1.57565,1.56369,3.29988,11.47835
GW231104_133418,C00:SEOBNRv5PHM,11.30344,12.78683,8.47655,1435.36323,0.2716,3.8145,-0.02477,0.37744,0.48899,1.16239,1.24558,3.14662,3.09825,1.58772,1.57677,3.25517,11.47603
GW230814_230901,C00:IMRPhenomXO4a,28.17792,33.1419,28.34256,267.44421,0.05789,2.8402,0.03823,0.20379,0.22569,2.06414,1.54982,3.0007,3.14386,1.58019,1.60716,2.87943,45.8993
GW230814_230901,C00:IMRPhenomXPHM-SpinTaylor,28.44771,33.66239,28.38449,273.94598,0.05922,2.83852,0.02257,0.15255,0.18561,1.83799,1.47965,2.93141,3.11224,1.55289,1.58705,2.83838,45.86048
GW230814_230901,C00:Mixed,28.45469,33.68862,28.29651,281.6429,0.0608,2.83108,0.01576,0.16592,0.2037,1.82827,1.46825,2.97374,3.13491,1.56479,1.58437,2.19316,45.87447
GW230814_230901,C00:Mixed+XO4a,28.388,33.57516,28.2633,281.10297,0.06069,2.8322,0.0235,0.17796,0.2121,1.89335,1.47527,2.9659,3.14585,1.57022,1.59178,2.30724,45.88292
GW230814_230901,C00:NRSur7dq4,28.47153,33.89539,27.91761,305.56791,0.0657,2.81714,0.03028,0.18589,0.22701,1.88059,1.36111,2.84886,3.21302,1.58207,1.59241,1.72774,45.89297
GW230814_230901,C00:SEOBNRv5PHM,28.45305,33.60958,28.39746,277.55118,0.05996,2.82863,0.00076,0.16926,0.2098,1.79272,1.50954,3.08735,3.115,1.56779,1.57869,1.77908,45.87913
GW231118_005626,C00:IMRPhenomXO4a,17.53443,19.96877,11.11647,2139.74681,0.38292,3.29873,-0.12871,0.63297,0.52353,0.74766,1.25163,3.11726,3.12466,1.67246,1.62122,2.01434,11.00163
GW231118_005626,C00:IMRPhenomXPHM-SpinTaylor,17.64881,21.77121,10.6616,2089.11052,0.37482,3.32535,-0.11686,0.69205,0.55101,0.76682,1.21177,3.13894,3.17273,1.63564,1.62372,1.91497,11.01272
GW231118_005626,C00:Mixed,17.63501,20.66038,10.96926,2153.38903,0.38481,3.29487,-0.14445,0.64855,0.55013,0.73368,1.20009,3.14675,3.18146,1.62885,1.60094,2.46717,10.96511
GW231118_005626,C00:Mixed+XO4a,17.59977,20.41014,11.01789,2151.69315,0.38463,3.29105,-0.12784,0.64405,0.54261,0.74319,1.21286,3.14074,3.15928,1.66447,1.60636,2.32524,10.9729
GW231118_005626,C00:SEOBNRv5PHM,17.61559,19.49737,11.26919,2226.2146,0.39614,3.24937,-0.13987,0.60683,0.54985,0.71304,1.17694,3.16994,3.17609,1.68295,1.57724,3.04783,10.90354
GW231223_032836,C00:IMRPhenomXPHM-SpinTaylor,53.63763,47.77479,30.8175,4126.06048,0.6588,3.52421,0.03969,0.57173,0.52518,1.89141,1.79249,3.1657,3.32359,1.4457,1.53558,2.73909,9.72732
GW231223_032836,C00:Mixed,53.38839,46.93954,30.72175,4179.32534,0.6657,3.50233,0.05256,0.54574,0.52325,1.9411,1.83594,3.16334,3.30253,1.43599,1.53904,2.96005,9.69969
GW231223_032836,C00:NRSur7dq4,53.49754,46.42647,30.89937,4222.29733,0.67104,3.48973,0.06683,0.52419,0.52107,1.95555,1.84512,3.19306,3.26846,1.43417,1.53909,3.06705,9.67935
